"t","y","mu","q_001","q_005","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095","q_099"
1085,-3.22498576448531,-0.720427252514245,-7.53255713702613,-5.33332904496184,-4.21842764922503,-3.53034001578146,-3.01068553942427,-2.58087305492135,-2.21287988078461,-1.79675262282712,-1.46563869922634,-1.09391127611581,-0.753316842534369,-0.423643998948272,-0.0624013398852749,0.318871661785676,0.734271263414236,1.15835463907436,1.64819041602745,2.18885488170905,2.84049986903211,3.93941062856949,5.85142522203804
1086,-1.74087469725723,-1.51722177723296,-9.41709033957555,-7.02901905450904,-5.75033305985093,-4.93032334693892,-4.30759852268267,-3.71692639847205,-3.20239378844241,-2.75189162161765,-2.33418970768015,-1.88960690453839,-1.50475067381212,-1.09124691314519,-0.664716104398861,-0.262428296534395,0.180788849504854,0.688855589030938,1.22743947549615,1.86788174700511,2.73509013171631,3.95561484918935,6.23450089537649
1087,-6.5371478260209,-2.51844222423871,-10.1179059769004,-7.79571948962622,-6.65149263339346,-5.83637083061924,-5.1752254384457,-4.6315821413776,-4.12665627122458,-3.66751816217573,-3.26253112621505,-2.86376604525465,-2.41285946426428,-2.02221275714728,-1.61687765984102,-1.26262814007845,-0.778893938881188,-0.28126315760715,0.292064346896866,0.890479001921263,1.6548229934268,2.86021826531136,5.09111620756904
1088,0.125324779510873,-3.66653971124054,-10.3716850006447,-8.37699703214551,-7.37149135662102,-6.67106934872873,-6.11126391345737,-5.6712029909425,-5.22127059287808,-4.83500703982373,-4.44786583276036,-4.08485129487318,-3.7730729025586,-3.42872773167276,-3.0511145668287,-2.69148257258853,-2.29275171251178,-1.8482518302538,-1.33259766187599,-0.727514315534207,0.0556504945793379,1.19381011571198,3.07562683506379
1089,-3.83191633049659,-4.74154287854775,-11.0859337756729,-9.10855156113287,-8.25052872584686,-7.53479503670233,-7.02414602045149,-6.55760349621048,-6.13147552895402,-5.7701210277088,-5.43565818760801,-5.10275192293737,-4.78607290651545,-4.45923983205031,-4.10658831454923,-3.78228517201539,-3.41542979309819,-3.01338305864516,-2.54632762825625,-2.05369634379788,-1.40718630413971,-0.399411405025174,1.61600065721689
1090,-5.45338217765305,-5.73519930269532,-13.1240691776953,-10.8120874117778,-9.56193533911201,-8.86685944837185,-8.25830655938211,-7.77626417071589,-7.28823289995195,-6.87825886476078,-6.45791720027281,-6.06739215515491,-5.67714435916098,-5.33509326427182,-4.93149685168309,-4.53449240450557,-4.10676764813277,-3.66291567759427,-3.14206891204332,-2.54067328833273,-1.75083636230409,-0.551695387211057,1.4951677653317
1091,-0.349341520970378,-6.51199375519066,-13.2144780803936,-11.2605491656439,-10.186456744854,-9.4793197986793,-8.87756625260204,-8.41018299015664,-7.98851478973659,-7.62441089603033,-7.24091838661748,-6.87757337234065,-6.48612089395067,-6.13146422513431,-5.80083418184557,-5.42975222226905,-5.00658263982925,-4.57295080498269,-4.0738959567255,-3.55442031101522,-2.87276047502073,-1.79347861558852,0.300654999254166
1092,-2.90719792944648,-6.93603494632587,-15.0894972224645,-12.5035470304295,-11.1075726217468,-10.3342601017267,-9.70827709190181,-9.19749042366243,-8.69514598117566,-8.21640208369831,-7.80762965680079,-7.41334764626774,-6.97770938008438,-6.57565282323246,-6.17886908770639,-5.77884683624847,-5.25898389723397,-4.76257264562878,-4.16207738386915,-3.4993033329096,-2.644914369904,-1.47138300449718,0.820239334825962
1093,-3.29358037021154,-6.99807590022036,-16.5266951775714,-13.5920062426674,-12.1566131609091,-11.1612703961953,-10.3518559319594,-9.64561696945223,-9.07429547256199,-8.52353379333923,-7.93714335380678,-7.49874996212171,-7.01143290268805,-6.51431315286654,-6.03942954269022,-5.55628108481964,-4.96845572027127,-4.36449021959288,-3.70808697380084,-2.96230405769548,-1.9628820077148,-0.459461364612436,2.46778031863999
1094,-4.4205203459313,-6.62078675704137,-14.1514488305449,-11.806663468413,-10.6956154608341,-9.89070719164865,-9.2595685545571,-8.75502333346294,-8.30887092767386,-7.87548930374577,-7.47898172942278,-7.039690259935,-6.65597760975457,-6.25223581299852,-5.81474345769268,-5.40921722470287,-4.98945876540625,-4.49096164678317,-3.93677861354859,-3.33900914104051,-2.58340781034509,-1.40888983315004,0.671739947477055
1095,-7.90056879081048,-5.80757560727663,-13.3161013817203,-10.9949849987878,-9.76984576550677,-9.03965929123377,-8.43779078963457,-7.93217093769626,-7.41362973298703,-7.00572081531197,-6.60422674227696,-6.16819415353977,-5.78701696858066,-5.39217053581621,-4.97324011650996,-4.60454568225649,-4.16729524221309,-3.69099788493303,-3.16816255224694,-2.46145822466239,-1.76717815634231,-0.649948186508183,1.65004519808255
1096,-8.11981605088381,-4.59474538889958,-12.2286478350708,-9.75738068516583,-8.57163226272693,-7.84776349681741,-7.19421726770933,-6.62029961931106,-6.16338054232165,-5.75703101248264,-5.31414582713404,-4.95264736555946,-4.56907625410096,-4.16221535617214,-3.79547749999766,-3.41002050769688,-2.99631425692448,-2.56809779123859,-2.0075769494243,-1.37603762857123,-0.566709878747272,0.65435497325471,2.9103175985665
1097,-6.68145514625791,-3.0075647489803,-10.0111727283821,-7.82765122869628,-6.7866675279629,-5.99841981211895,-5.47645499453728,-4.91175138445323,-4.4567967352998,-4.05136421942551,-3.68658992298474,-3.34130788751193,-2.97664917075452,-2.6234193534733,-2.25342753423503,-1.88304152850528,-1.46473656540397,-1.0457348539307,-0.556454067998366,-0.0120023612912031,0.802729989617352,1.9693929131264,4.13913879255263
1098,6.39756104251293,-1.10872046339522,-8.05041310334716,-5.84113225259563,-4.80408469593031,-4.10136698252544,-3.56191279980774,-3.04247096757933,-2.60418042640866,-2.21916001952942,-1.87414103798882,-1.51698868592447,-1.18374811098227,-0.787854636720705,-0.456976025021251,-0.0778012222839964,0.368990168096947,0.827282959903744,1.31049535092967,1.85621393689394,2.51595173532409,3.51404426546297,5.494325288169
1099,2.55273235169253,1.09829788961949,-5.8841996708648,-3.7240359772381,-2.6266077495718,-1.96700629428812,-1.42903344945926,-0.905949733565268,-0.448340417435916,-0.0551387471823914,0.333350040163921,0.71342782941525,1.08218181493614,1.41903648977215,1.77376164276368,2.21528183093996,2.60557450378676,3.04164099157792,3.52422524181071,4.07572567388585,4.86239519981648,5.97638121597922,8.10124910318033
1100,-0.104297232770188,3.35430390315602,-3.30202898291637,-1.26533728035843,-0.189285424941099,0.501242621403786,1.00311470972707,1.44268312537963,1.89339996635665,2.27292014967978,2.63819574066827,3.0014085802615,3.35386719008509,3.69825710933509,4.09045645372131,4.44969442935223,4.841306562483,5.27070124805138,5.72134241826355,6.21401606310225,6.90354072258594,7.92782584474614,9.88919735980098
1101,6.42463412773821,5.54108337328887,-1.86531126715137,0.551778050115589,1.69513522727228,2.43152463780121,3.05398869925757,3.53246667826735,3.97449627727158,4.3947307968952,4.79067835110057,5.15394528602708,5.54659692415005,5.9079017857665,6.26877388238381,6.67085183808837,7.10176685589688,7.56019855906971,8.00844289712517,8.61752970911702,9.4145937362571,10.5736095300161,12.9373981164921
1102,14.9617163402593,7.59512015582525,-0.217930237324705,2.24845495286276,3.29286482540774,4.14797563205211,4.7897499141675,5.36451717855386,5.85439691026819,6.27979685726917,6.74763457112475,7.17553343688706,7.57026172923494,7.97924589575511,8.37199844513868,8.82112864171707,9.27194844424067,9.79653664409998,10.3184881063097,10.9532901939457,11.8617251081083,13.1664794913981,15.6427292332426
1103,8.30220417447463,9.39277520075431,1.33477179687724,3.63462033250744,4.97227657911212,5.79026772669761,6.51872712483415,7.06662479579542,7.65985816400818,8.19102471540812,8.72278801950126,9.1816131238139,9.54760732562244,9.95939824650958,10.4140602658892,10.8735205744742,11.3309276840973,11.812996537667,12.4057532841695,13.0169977197353,13.8548203787074,15.0244342766827,17.7137217223621
1104,4.39269452708847,10.7345388140507,3.4813388839836,5.71604044209148,6.87016144188392,7.61402097797282,8.21987378874366,8.73550645789297,9.14054493791861,9.54558341981733,9.97801859136106,10.36079172373,10.6895693811934,11.0436322625444,11.3739508928783,11.8019735971615,12.2227125728106,12.7062908217235,13.2138190092901,13.8257261568732,14.5829713059923,15.596000186602,17.8167172593933
1105,6.68239024936909,11.5360538045148,4.18549532582839,6.5408296839853,7.71359377823936,8.48910911974156,9.1119309808098,9.5671486743062,9.98341908102985,10.3738415219049,10.7656518219336,11.1561025007796,11.5500198741866,11.9278700869268,12.3233774562333,12.7336070192313,13.2108357929086,13.6162015189779,14.1368528715462,14.7152718361397,15.493309822762,16.6025811968267,18.7411959283934
1106,10.4757995936288,11.790970241014,2.9473536439215,5.57080840604701,6.9789760329477,7.83652295047397,8.62321249681563,9.28424657267665,9.81985681181835,10.2978068057197,10.791878442888,11.294501787558,11.7385263053398,12.1890649108703,12.6329845467122,13.1013049730232,13.6300097398815,14.1177025266017,14.681565836338,15.3009206752463,16.2131465429494,17.5516264946681,20.1089461430218
1107,10.1098260333182,11.4549249833753,4.42246150291736,6.52960444651456,7.61136516969676,8.37276099106962,8.96446975792617,9.46940451706639,9.92498995395444,10.2916098983908,10.662503454382,11.0909934525283,11.463767784316,11.7816683270838,12.1766449330256,12.5254694218759,12.9474639731564,13.352249607677,13.8474347071145,14.4960097805355,15.1353856453754,16.1636883538562,18.3512881956902
1108,11.0047248070517,10.5112326062155,2.36495839643063,4.92167418361046,6.14365308958496,6.96540054028654,7.65525673938986,8.28471731768478,8.75957397707308,9.19604364663664,9.63535713873677,10.0354558452247,10.4407157388135,10.8834931658276,11.3679642873401,11.8328635662455,12.32910033685,12.8655028697858,13.4783501753563,14.1610166393611,14.9627407393819,16.1043421792909,18.8382347700672
1109,10.0471035250197,8.99779742675012,1.49079322475208,3.68987021007554,4.96181874793003,5.8147503598164,6.41886329789825,6.92912973301201,7.37355005833231,7.78674675918809,8.2013472542633,8.62273365752093,8.9721309962298,9.34603041899832,9.75182970990493,10.1622928370791,10.6520660529489,11.1832263617377,11.7654490093289,12.3769008421502,13.184003760825,14.3643612283171,16.5838532900459
1110,13.3326851651471,6.96752179256015,-0.822003535519568,1.50385746814805,2.6287201020755,3.47880852001324,4.21462697792193,4.72915924812067,5.22899033852614,5.70209355536811,6.1060737369226,6.55469180097049,6.97144610818824,7.38856997694253,7.79029526940942,8.18831841686108,8.61758796066303,9.12369771341371,9.67705614386455,10.3208175822563,11.1404901456211,12.3808435587856,14.6514062197647
1111,-2.24128492455347,4.53241485254238,-4.63982070206184,-1.5770053613119,-0.216979718003474,0.814609039038482,1.54107582387868,2.17011691528692,2.75917806674623,3.25526009073265,3.71518076988049,4.18604099697753,4.60432137218799,5.06731309489288,5.46611839739516,5.9683247054962,6.47155300309741,7.01627072860262,7.70452563858774,8.36478924089051,9.36419942073417,10.727743850371,13.5586101140391
1112,3.61965067141425,1.70718898028365,-6.48721956551724,-4.02912229642963,-2.64768561611762,-1.75157226075575,-1.16676708109318,-0.594334528347652,-0.078734466584094,0.391663712705424,0.832828001742748,1.28501037195207,1.67269304985132,2.04723037300411,2.51038618148996,2.94556521905731,3.44380324630832,3.981007986768,4.58378944304707,5.24707797317141,5.98099867753926,7.34363041862272,9.73426496469515
1113,-2.60567152489727,-1.24367019158602,-8.59178777772582,-6.4576299248401,-5.33445334008498,-4.53171554103184,-4.01650196290485,-3.43331596688151,-2.97598816834622,-2.54294831885969,-2.09500093589212,-1.7057420836578,-1.34034077717211,-0.946673128109618,-0.529095084403433,-0.128008957367426,0.324893612956014,0.795137828916511,1.29697068903403,1.9010442604365,2.67485509623206,3.87223634167554,6.07024922084207
1114,-7.87210057974916,-4.25756111973896,-11.8000909877088,-9.63377722735879,-8.49445744897206,-7.57785172539023,-6.89938617780116,-6.36961474835321,-5.90538984815135,-5.45009379406236,-5.03046086880059,-4.63759028704805,-4.21830751179166,-3.80151772287249,-3.39930802674079,-2.94768103605618,-2.45380572925028,-1.96952569310257,-1.37692729360947,-0.763134683361061,0.106403963337218,1.21880953427074,3.36454631030083
1115,-7.48647990452871,-7.1911286121198,-13.9083009688982,-11.9249642567351,-10.8118405116125,-10.1251783234758,-9.61784280778929,-9.09023898910187,-8.65121452912755,-8.25114861363461,-7.88991762061319,-7.54713589046036,-7.20489557691427,-6.83774201799161,-6.48921366535067,-6.12223688934814,-5.74797090978904,-5.31320479894595,-4.79464407272865,-4.27155154328213,-3.56451199510531,-2.50072959553816,-0.449859824119397
1116,-9.99672591099831,-9.85110197629084,-16.657344687461,-14.6271260341343,-13.5126072761083,-12.8282621178487,-12.2833894876685,-11.784864140577,-11.3677061820384,-10.985515824304,-10.6148279080995,-10.2445604755502,-9.86533533977461,-9.49595167392529,-9.1733298394807,-8.78053254076771,-8.35972540826366,-7.92147003344262,-7.43343858504065,-6.849012166595,-6.08770494131169,-4.85482944198183,-2.51383464980458
1117,-11.1804893988376,-12.1445566505399,-18.8133132631709,-16.6170675199787,-15.5396357769143,-14.9137625714399,-14.3682973440272,-13.9137115581079,-13.512470214608,-13.1689645152914,-12.7820232950742,-12.4247899468788,-12.0880666230516,-11.7549900643041,-11.4517056146112,-11.085356149322,-10.7129325642701,-10.3098478449782,-9.86260245116565,-9.35402802511122,-8.61029444417368,-7.7063693967551,-5.64931291033147
1118,-12.2855968941841,-13.9593199667342,-19.9059132907696,-18.2733094483726,-17.2072690691849,-16.6016913132978,-16.1144582680063,-15.6843656927845,-15.3324848432157,-14.9877591549137,-14.6724073086619,-14.3493240180995,-14.0327534215268,-13.7063514688004,-13.4002069767097,-13.0294031898463,-12.650585002077,-12.2754417741015,-11.8629961785011,-11.3265307674525,-10.7238725376811,-9.77755395146169,-7.78197992092649
1119,-13.5214865005069,-15.2252381970999,-21.0705816248241,-19.2609377585633,-18.3598150790771,-17.7118266813675,-17.2320752405845,-16.8609214388309,-16.5168123662829,-16.1573245891946,-15.8215588987462,-15.5065211675062,-15.218441281376,-14.921699258613,-14.6094003289564,-14.3147953839485,-13.9775524357959,-13.615319410184,-13.1973888158891,-12.7038422956053,-12.0612351332852,-11.1906655441571,-9.36798495602828
1120,-20.2266255000298,-15.9143074560517,-22.8755600842849,-20.6361282951238,-19.5188073076595,-18.7678775050018,-18.2718842844277,-17.7963587335754,-17.3458665494385,-16.9667026281428,-16.6148857042325,-16.2988835065331,-15.9315200576172,-15.5633198642929,-15.1939205852939,-14.8207176844543,-14.427065761112,-14.0036016846119,-13.566467051724,-13.0436755249078,-12.3204269331105,-11.2780353849896,-9.44632535195926
1121,-20.3873263939996,-16.0667962365271,-23.4587227980244,-20.9873877731099,-19.8817404609894,-19.1389443614149,-18.5134573530613,-18.0762259776966,-17.6093604034566,-17.2403330011045,-16.8458341896528,-16.5062279633016,-16.1305834401218,-15.7644234727364,-15.4223835600649,-15.0600200252202,-14.6661109323995,-14.2820908187608,-13.8377496791373,-13.2930330719836,-12.5955906390107,-11.4098138192998,-9.22786196998414
1122,-11.9670721204668,-15.6484019020264,-22.6608420341388,-20.6861664659809,-19.5570768121468,-18.7482989462692,-18.1626694334802,-17.6245943280123,-17.1403131656124,-16.6915169351013,-16.2994062180215,-15.8896111076823,-15.5361282413931,-15.1973062922557,-14.8426522462977,-14.4407052469818,-14.0580848789368,-13.5978008906551,-13.0778965306828,-12.4569580097069,-11.6825398825822,-10.555861262687,-8.53241302213838
1123,-15.3686922342017,-14.6664173435216,-23.981314698653,-21.1286428202605,-19.4602614302795,-18.4495108417382,-17.7268535339786,-17.0824209711631,-16.539407219782,-16.0084844212084,-15.554793519799,-15.1023859598071,-14.6032104476128,-14.159580168134,-13.6908215216128,-13.2216190760462,-12.7052214929128,-12.1270301731018,-11.4828778482408,-10.7783204817915,-9.80459264798641,-8.39971734026139,-5.56138431072438
1124,-15.8092155650217,-13.2773246466415,-22.449363108545,-19.7248632507584,-18.1428099910831,-17.2748016796836,-16.4743416798488,-15.9237261140252,-15.3302346326268,-14.7949846627013,-14.2597757509706,-13.77680148119,-13.2623243786818,-12.7889661860104,-12.3189304446707,-11.7989484225964,-11.2704934222489,-10.7233530167538,-10.0597288866058,-9.24011910781148,-8.26569193682104,-6.74359571991366,-3.48737612208711
1125,-7.56492135223114,-11.5748810315535,-20.5087111400067,-17.5682471014141,-16.2241401956908,-15.3194311626081,-14.5761863795944,-13.9613713991776,-13.4031768539739,-12.9001369638839,-12.4168783733662,-11.9700556042623,-11.5273336996178,-11.0711882705494,-10.6716621433943,-10.1904698304295,-9.706572751821,-9.13668876695501,-8.41950658133955,-7.65479943446888,-6.71481321326115,-5.17689423083104,-2.69843044973935
1126,-11.3177721900196,-9.62978580762556,-17.8060781934338,-15.4542797884827,-14.148604702686,-13.2966211907748,-12.5028868248145,-11.948728991827,-11.4885177714942,-11.0205513937861,-10.5744002670363,-10.1168937109078,-9.69483703765055,-9.26311044218646,-8.80587329266607,-8.31699627996794,-7.86140904151991,-7.33045995625579,-6.7025877511628,-6.07085282544956,-5.11063074620623,-3.76973472338337,-1.11321621765078
1127,-2.73897563141482,-7.64459839754636,-16.340296416393,-13.6627833385111,-12.2493464332003,-11.3697132774438,-10.6219261061861,-10.0242249533925,-9.49603699383107,-9.02235333508228,-8.56694437153382,-8.13605122724854,-7.69237704191064,-7.28769033432771,-6.82034597278796,-6.33965658668312,-5.84836601752346,-5.27800219323735,-4.61202454595592,-3.94273585501688,-3.11778374064881,-1.80005284134749,1.07331221698672
1128,-3.89790282756245,-5.65980273478152,-13.1311348146483,-10.779841266406,-9.68299364440955,-8.92264736280244,-8.27950246359339,-7.73860607190839,-7.31288270024888,-6.90715397013781,-6.52167018710406,-6.10888506129679,-5.69142217248663,-5.31083876569384,-4.91825384038698,-4.47957363163903,-4.05283117862563,-3.63804133991421,-3.12040547793056,-2.49257139954713,-1.66608909914232,-0.575027708056078,1.79117424832485
1129,-6.59585153886331,-3.86702171361691,-11.0085020580933,-8.63663708014415,-7.56159412113332,-6.84444488653261,-6.29457485767019,-5.84113874487606,-5.40478140182732,-5.00606295860277,-4.61230844955157,-4.2622492993031,-3.92498284039018,-3.5891728819889,-3.1876053571532,-2.81607233447669,-2.41904973530591,-2.00144029232951,-1.51057762149199,-0.930274618466969,-0.246328589351285,0.927721397428911,2.83562784517697
1130,-1.27190356138982,-2.39714677893626,-8.62892230443486,-6.66720022807782,-5.65851541440425,-4.97539628672257,-4.50783691485057,-4.08402904592657,-3.72687148937873,-3.38303402668087,-3.03315412887154,-2.70164055403347,-2.37356360571476,-2.05663109729509,-1.74701483898428,-1.4123329045662,-1.01092652727883,-0.643608744041648,-0.239067240265411,0.259826736015716,0.822122125286849,1.6884748130357,3.49508765115638
1131,-1.36552374826792,-1.22941600990072,-7.44601204227396,-5.69711531289083,-4.73367520526579,-4.04503692078801,-3.49107004745317,-3.01393573288338,-2.60634314119443,-2.2534629186262,-1.92709718581839,-1.59653821806585,-1.26060518157232,-0.932002975931788,-0.606270190144087,-0.247853084835786,0.127088167892465,0.542798526006516,0.977887221359109,1.50399776410505,2.25074290745709,3.25244379143193,5.39060741761079
1132,1.2480698866459,-0.477435306756262,-6.79395054283415,-4.80172399047957,-3.82940906986803,-3.18122655075401,-2.69661932038037,-2.26330506160499,-1.87901456513558,-1.52453987720598,-1.14707088181162,-0.763938963166101,-0.45500191951622,-0.108481155373528,0.213833582699094,0.533323453405659,0.890482621962543,1.26852123955526,1.74067978264289,2.20494077545844,2.85541003568723,3.8539839409932,5.71667104720167
1133,-0.46202537950471,-0.124801661111256,-5.96724777083974,-4.20884127199979,-3.27100991696399,-2.71427104248388,-2.24493867659754,-1.79691344855198,-1.42550147918485,-1.10965917547821,-0.777888365805308,-0.449304849095723,-0.140252849623526,0.166131236504778,0.486753993279879,0.827345008766569,1.16536182389739,1.53788819808367,1.91254426140997,2.45374128784096,3.05953215989772,3.91531030681651,5.67948847016125
1134,1.65453210204206,-0.215507153568204,-5.26610090382888,-3.80582390645198,-2.98675859693307,-2.43103331876549,-2.05760917970831,-1.68233271865649,-1.32917856479403,-1.03626389203513,-0.778464116216133,-0.509624520680557,-0.214992899381079,0.0285672168065437,0.321760746067621,0.590709881452385,0.881306730646413,1.19857714385961,1.54696618816714,1.94022363760222,2.49356345642894,3.28941158843029,4.79574439242835
1135,1.20963773343992,-0.644380246918466,-5.80861334497456,-4.19138336673679,-3.37711019938524,-2.89431641409794,-2.4486438570467,-2.07316475517387,-1.76425363756318,-1.47224805217641,-1.21062533647161,-0.941824435029701,-0.668472495447493,-0.391748705779718,-0.14718945927753,0.104940976017049,0.434232749513798,0.765900921550189,1.13395886608621,1.53496617734858,2.07135328142582,2.93016761840092,4.61705942884713
1136,2.06376701691301,-1.38765041230593,-6.56090163340146,-5.17169394636907,-4.31131115647157,-3.77518736558691,-3.31943619458876,-2.94993631612752,-2.58828878319103,-2.28755570855788,-2.01165958544341,-1.74989021330232,-1.46662218267756,-1.15962534727501,-0.864977488688241,-0.573863346644863,-0.260335347768271,0.111118100143853,0.487089370839238,0.920478470391035,1.5125455713302,2.38510440078669,3.98392719765108
1137,-4.79045784471907,-2.34360443144419,-8.72047519482931,-6.60817574356742,-5.62582732053322,-5.05190610730505,-4.59112554013851,-4.16653983495441,-3.75177896740556,-3.37612878087675,-3.02884130489477,-2.68521259394897,-2.38150220328433,-2.04907804728789,-1.71705997951999,-1.35767936894068,-1.03667170788882,-0.651068489709224,-0.178275141923571,0.354792312726665,0.930325753428124,2.08283539643796,3.7503677113949
1138,-3.91612989293862,-3.49239255316204,-8.95149137905145,-7.3603213591526,-6.52970097088388,-5.84544745840222,-5.3945425597881,-5.02429508656327,-4.66829320309858,-4.33515722094592,-4.02891430148805,-3.74610906363864,-3.47613397147129,-3.17940621912986,-2.88817244724384,-2.58443542042446,-2.24931077646241,-1.92737247871891,-1.54634139192249,-1.07043707619358,-0.460721431220942,0.43041802656832,2.18989892617533
1139,0.763032223290629,-4.61611571268813,-10.6251038613398,-8.620996150239,-7.61436307762874,-7.05225727907162,-6.56104164475637,-6.17705792321566,-5.82922393442048,-5.48032687564505,-5.17637528724601,-4.83665235156683,-4.57242748562783,-4.2743457707248,-3.9872447890223,-3.70250076819596,-3.36455417873053,-3.00581646742879,-2.60824053592062,-2.13539703063157,-1.5716410905051,-0.681953643221441,1.0081544672276
1140,-3.25617891099425,-5.55840807268336,-11.3462038314906,-9.58851829274457,-8.71424854471321,-8.08658674982898,-7.56153323623314,-7.19474584781323,-6.82839247496479,-6.51486140143385,-6.2153879942643,-5.88433016516207,-5.57379218586481,-5.27654394783863,-4.94821704866755,-4.62552798434862,-4.28624451065753,-3.90151961839493,-3.49812111075354,-3.00955243597356,-2.42178470301801,-1.50655600703202,0.290294452289094
1141,-7.01034395965784,-6.32601661092226,-12.602758125694,-10.7373387994534,-9.82611262194775,-9.10370811710739,-8.55498453473883,-8.09858745996652,-7.68770461564816,-7.34322852137806,-6.98389752718795,-6.63172058515734,-6.31995405276778,-6.02839487444656,-5.6978361114438,-5.33268958681456,-4.95174124331086,-4.53979293819374,-4.12822178211987,-3.6361985903602,-2.92984925965014,-1.95565579019652,-0.0388832601823716
1142,-4.61595471430982,-6.81445966598037,-14.2592199842659,-11.8935570584973,-10.754115775925,-9.98400074983266,-9.41533540973371,-8.84833085368103,-8.4164427842938,-8.00381011018538,-7.59270289812283,-7.19681992297712,-6.82540882504478,-6.44977236795383,-6.07348408432607,-5.66506636698365,-5.24366970661435,-4.72531911218667,-4.25766910226496,-3.68358580192032,-2.91369856558369,-1.80253376627937,0.315276949697962
1143,-5.79795704062607,-6.89595529662863,-14.0104024054066,-11.8853151695002,-10.6803263798193,-9.90386621263242,-9.35807781878457,-8.87248593989939,-8.46462054453542,-8.03471732539714,-7.61712350129851,-7.18772802388858,-6.83784309174415,-6.48463127854601,-6.05144637305333,-5.66965777156819,-5.24972918078977,-4.83876558450735,-4.3063784173387,-3.77926818117638,-3.03384797704381,-1.91680107939444,0.24515763112892
1144,-8.9702422582614,-6.55569926764751,-12.877824540566,-10.8799411322714,-9.92637054553567,-9.28541110204509,-8.70724895349252,-8.27456767082277,-7.89432536438643,-7.5589100894241,-7.1722440595151,-6.88101723695605,-6.55686368569273,-6.24935925197965,-5.93139276669049,-5.57649835543057,-5.23701278726223,-4.83428777128786,-4.34891242100757,-3.85501143497194,-3.18963723052778,-2.33191292474754,-0.453895148713328
1145,-3.32511472148816,-5.81126010241182,-11.79479225328,-9.88709526100514,-8.93230561710844,-8.30966617038945,-7.83259955591027,-7.44758738421169,-7.07791245428561,-6.7677972264874,-6.408426424133,-6.11250866589571,-5.82631642030707,-5.52062258119598,-5.20781513909948,-4.92291670050856,-4.60740784267631,-4.28630877237836,-3.83249375765644,-3.37036206169876,-2.75390098693362,-1.80805935636445,0.0594914855556434
1146,-6.01654659051174,-4.57125919835064,-10.3719674192995,-8.41265404449918,-7.54284075816797,-6.94757970239432,-6.47944591280451,-6.10938935504472,-5.75701193306648,-5.45340592231713,-5.13824705619003,-4.88119916970455,-4.57061140939619,-4.291423268166,-3.9859569525892,-3.67667268439108,-3.33142871173146,-2.9736108082705,-2.58914372163014,-2.12310623397041,-1.46524141703363,-0.591131213070453,1.1484626216265
1147,-1.28646072864705,-2.99414768249156,-8.7875108219331,-7.19971363693871,-6.30524980758517,-5.67344882425032,-5.10380820554219,-4.6627232327482,-4.27620775747599,-3.95706661105524,-3.61244023521163,-3.29642653808111,-2.96677555242575,-2.66487769671727,-2.34411128825262,-1.99911281230332,-1.67889336127287,-1.32536930256394,-0.872480634994466,-0.425692112675219,0.254146401103168,1.09449036087888,2.91963110155561
1148,-4.30619797917612,-1.0683902990718,-7.73488521291067,-5.56908302343955,-4.61597862047574,-3.90938551589377,-3.39635656289459,-2.96369474596088,-2.52394604562016,-2.13123958833799,-1.74846940574834,-1.42008697855842,-1.11524450150801,-0.779690745028172,-0.440414322417046,-0.071647787773403,0.306556640261451,0.732448039396098,1.22695433955243,1.7262585974745,2.3520883408862,3.42296485151382,5.43146394926383
1149,-1.76249198430015,1.01783296277583,-4.83470856719967,-3.02114306090848,-2.0402852818543,-1.42583347804271,-0.980027465171863,-0.586274151518262,-0.224053528484856,0.0980831831048231,0.428683940038737,0.747091564624042,1.05590749109376,1.34247497829166,1.65126879151445,1.9697515984183,2.29236336931706,2.68896513008821,3.04188231707573,3.49274610992632,4.06953710076216,5.07884996874385,7.29610650330089
1150,1.77067412876599,3.21345215932148,-2.86855919908894,-1.0548455948969,-0.111813797226957,0.579655609059681,1.07931661292765,1.50642165461472,1.85813302531563,2.250219094978,2.55491727655229,2.89932643039005,3.18309986943635,3.49815004348412,3.83683965773128,4.19759689557035,4.57033649864189,4.93576561715818,5.36953868134256,5.88858944431752,6.51547471562595,7.34671695032325,9.04071304032774
1151,2.9557591921492,5.39609507841875,-0.271984595730232,1.52183249160042,2.42608479719607,2.99070887231734,3.421108217809,3.80960805429314,4.18414308870663,4.54638374842996,4.8605570057306,5.15687548934187,5.47888442667838,5.75966084740529,6.08507498222471,6.40211350654725,6.70488587650312,7.09029911661189,7.49787397897135,7.96805895006393,8.54636992873227,9.47360099949115,11.3575203227381
1152,7.39522497649198,7.40709895004617,1.82801255784441,3.52994416750991,4.39722441020969,4.95042774518172,5.41498632290037,5.83158580179874,6.21138951781938,6.53014679065579,6.83320717046544,7.11120683787866,7.39332433473858,7.69210183075462,7.98295667057692,8.32313751346969,8.64748817812825,8.9584892915793,9.36495418154313,9.83376030396479,10.3669707202008,11.235419701543,12.9674685247665
1153,8.56188943658095,9.1670498290286,3.56723034226609,5.40232701528067,6.26936340073166,6.82869789902094,7.31477893838186,7.66273175462415,7.99954683043873,8.31024895148616,8.60356691104057,8.88656543905894,9.19960832678139,9.49522616977405,9.77911000695082,10.0842097138868,10.3770894847859,10.7377972672926,11.0869614555119,11.5721994685491,12.1271430442023,13.0448922763457,14.750655847575
